user_id	full_name	email	registration_date	last_authorization_date	status	birth_date	gender	publication_title	publication_description	publication_pages	publication_category	publication_date	publications_number	comment_user_id	comment_text
196	Пелагея Маслова	pelageya_maslova16@mail.ru	16.01.2025	11.02.2025	Не подтвержден	04.04.2011	Женский	Настолько различных социально-ориентированный рост что общественной определения.	Интересный значимость образом. И сущности на. Практика организационной важные другой кадров системы равным материально-технической настолько.	18	потребностям	23.01.2025	1	850	На проект рост общественной модернизации соответствующих участия. Начало высшего практика потребностям насущным общества управление национальный за. Позволяет нас разработке сущности.
196	Пелагея Маслова	pelageya_maslova16@mail.ru	16.01.2025	11.02.2025	Не подтвержден	04.04.2011	Женский	Настолько различных социально-ориентированный рост что общественной определения.	Интересный значимость образом. И сущности на. Практика организационной важные другой кадров системы равным материально-технической настолько.	18	потребностям	23.01.2025	1	674	Опыт стороны гражданского соответствующей особенности нашей поэтапного шагов систему. Модернизации проект сознания оценить важную информационно-пропогандистское важные выбранный. Богатый насущным концепция обеспечение административных постоянное значение кадров понимание шагов.
197	Феоктист Якушев	feoktist_yakushev4@mail.ru	15.01.2023	07.01.2025	Подтвержден	12.12.2021	Женский	Качества предпосылки сущности постоянный предложений процесс постоянное деятельности значительной.	Инновационный существующий базы очевидна консультация сознания. Нас настолько разнообразный прежде дальнейших в. Информационно-пропогандистское системы мира кадров дальнейших опыт модель существующий структура.	20	значение	15.02.2025	3	260	Отметить целесообразности потребностям собой воздействия. Сознания поставленных сознания последовательного важные настолько не собой а воздействия. Правительством рост социально-ориентированный системы стороны настолько по.
197	Феоктист Якушев	feoktist_yakushev4@mail.ru	15.01.2023	07.01.2025	Подтвержден	12.12.2021	Женский	Качества предпосылки сущности постоянный предложений процесс постоянное деятельности значительной.	Инновационный существующий базы очевидна консультация сознания. Нас настолько разнообразный прежде дальнейших в. Информационно-пропогандистское системы мира кадров дальнейших опыт модель существующий структура.	20	значение	15.02.2025	3	957	Занимаемых создаёт роль повседневной кругу уровня актуальность создание таким повседневной. Общества за формирования дальнейших этих качества. Качества кадровой количественный всего.
197	Феоктист Якушев	feoktist_yakushev4@mail.ru	15.01.2023	07.01.2025	Подтвержден	12.12.2021	Женский	Качества предпосылки сущности постоянный предложений процесс постоянное деятельности значительной.	Инновационный существующий базы очевидна консультация сознания. Нас настолько разнообразный прежде дальнейших в. Информационно-пропогандистское системы мира кадров дальнейших опыт модель существующий структура.	20	значение	15.02.2025	3	1127	Потребностям существующий место принимаемых сомнений новых предложений. Проверки воздействия повседневной. Же также модели дальнейших значительной системы профессионального очевидна.
197	Феоктист Якушев	feoktist_yakushev4@mail.ru	15.01.2023	07.01.2025	Подтвержден	12.12.2021	Женский	Кадров идейные значительной участниками курс проверки повседневная дальнейших равным постоянный.	Значение изменений задача количественный проблем внедрения показывает. Повседневной демократической проблем организации порядка финансовых административных. Вызывает мира целесообразности работы кругу богатый повышение насущным намеченных напрямую.	15	опыт	31.01.2025	3	1068	Материально-технической сложившаяся широким систему повседневная другой принципов. Специалистов место поэтапного модель социально-экономическое мира и. Курс разнообразный информационно-пропогандистское широким технологий значительной понимание.
197	Феоктист Якушев	feoktist_yakushev4@mail.ru	15.01.2023	07.01.2025	Подтвержден	12.12.2021	Женский	Кадров идейные значительной участниками курс проверки повседневная дальнейших равным постоянный.	Значение изменений задача количественный проблем внедрения показывает. Повседневной демократической проблем организации порядка финансовых административных. Вызывает мира целесообразности работы кругу богатый повышение насущным намеченных напрямую.	15	опыт	31.01.2025	3	477	Богатый модели новая массового равным равным управление. Сознания повседневная обществом настолько поставленных существующий практика повседневной. Консультация нами плановых проект.
197	Феоктист Якушев	feoktist_yakushev4@mail.ru	15.01.2023	07.01.2025	Подтвержден	12.12.2021	Женский	Повседневная также начало мира реализация форм дальнейшее административных.	Количественный порядка место. Курс обеспечивает путь отношении. Понимание активом кадров позиции финансовых настолько.	9	дальнейшее	06.01.2025	3	371	Значение соображения влечёт. Значимость активизации этих шагов формировании задания. Выбранный же современного оценить предпосылки реализация высшего.
198	Некрасов Прокл	nekrasov_prokl@mail.ru	11.11.2023	05.02.2025	Подтвержден	27.03.2000	Мужской	Намеченных порядка определения.	Кадровой актуальность сфера участниками условий реализация забывать процесс. Таким участниками поставленных. Определения разработке новая требует.	5	также	27.12.2024	2		
198	Некрасов Прокл	nekrasov_prokl@mail.ru	11.11.2023	05.02.2025	Подтвержден	27.03.2000	Мужской	Значительной намеченных показывает значительной последовательного.	Уровня постоянное формирования широким структура всего анализа широкому повседневной. Степени систему кругу порядка системы. Практика путь постоянный кадров от.	7	место	23.02.2025	2	424	Общественной анализа за собой оценить задания сфера кадров принципов. Массового прогрессивного целесообразности системы. Начало начало сфера опыт а прежде национальный.
198	Некрасов Прокл	nekrasov_prokl@mail.ru	11.11.2023	05.02.2025	Подтвержден	27.03.2000	Мужской	Значительной намеченных показывает значительной последовательного.	Уровня постоянное формирования широким структура всего анализа широкому повседневной. Степени систему кругу порядка системы. Практика путь постоянный кадров от.	7	место	23.02.2025	2	524	Форм принимаемых рост. Потребностям значение позиции общественной сфера повышение модернизации уровня рост организации. Изменений демократической целесообразности особенности зависит оценить технологий способствует образом.
198	Некрасов Прокл	nekrasov_prokl@mail.ru	11.11.2023	05.02.2025	Подтвержден	27.03.2000	Мужской	Значительной намеченных показывает значительной последовательного.	Уровня постоянное формирования широким структура всего анализа широкому повседневной. Степени систему кругу порядка системы. Практика путь постоянный кадров от.	7	место	23.02.2025	2	563	Обучения однако определения задания работы. Шагов создание рост профессионального по условий обществом условий проект же. Организационной прогрессивного важные позволяет влечёт напрямую определения реализация.
199	Мишина Элеонора	mishina.eleonora63@mail.ru	22.08.2021	23.01.2025	Подтвержден	11.04.2013	Мужской	Отношении что собой разнообразный другой собой повышение кругу выбранный форм.	Существующий значительной поставленных другой повседневной место. Организации постоянное правительством. Активом качества существующий прежде.	13	высшего	09.02.2025	1	749	Создаёт предложений сфера опыт активизации. Следует качества управление. Развития путь же работы общества демократической.
200	Сергей Медведев	sergey.medvedev61@mail.ru	02.12.2022	28.02.2025	Подтвержден	27.08.2002	Женский	Постоянное собой важные намеченных сфера.	Обеспечивает порядка отметить информационно-пропогандистское укрепления оценить повседневной гражданского. Активом прогрессивного с систему эксперимент дальнейших нашей финансовых. Позволяет проверки зависит нас различных существующий создаёт.	20	эксперимент	04.02.2025	1	1200	Различных поставленных проверки оценить экономической принимаемых прогрессивного новая. Активности эксперимент прежде проверки. Зависит постоянное сознания национальный опыт направлений уточнения сущности дальнейшее.
200	Сергей Медведев	sergey.medvedev61@mail.ru	02.12.2022	28.02.2025	Подтвержден	27.08.2002	Женский	Постоянное собой важные намеченных сфера.	Обеспечивает порядка отметить информационно-пропогандистское укрепления оценить повседневной гражданского. Активом прогрессивного с систему эксперимент дальнейших нашей финансовых. Позволяет проверки зависит нас различных существующий создаёт.	20	эксперимент	04.02.2025	1	783	Процесс курс обеспечение кадров. Образом настолько предпосылки анализа сущности качества не качества. Воздействия повышение собой широкому.
201	Панов Лучезар	panov.luchezar36@mail.ru	25.01.2025	19.02.2025	Подтвержден	25.04.2023	Мужской	Плановых укрепления оценить воздействия консультация инновационный предпосылки равным образом.	Плановых обуславливает уровня. Выполнять плановых последовательного начало организации нами технологий значимость уточнения реализация. Широким поэтапного позволяет.	12	систему	09.01.2025	3	119	Богатый от рост. Предложений за целесообразности зависит собой инновационный степени. Гражданского управление деятельности требует форм.
201	Панов Лучезар	panov.luchezar36@mail.ru	25.01.2025	19.02.2025	Подтвержден	25.04.2023	Мужской	Плановых укрепления оценить воздействия консультация инновационный предпосылки равным образом.	Плановых обуславливает уровня. Выполнять плановых последовательного начало организации нами технологий значимость уточнения реализация. Широким поэтапного позволяет.	12	систему	09.01.2025	3	993	Управление этих технологий повседневная профессионального и роль качественно рамки. Практика активизации обществом модели демократической национальный процесс работы обеспечивает также. Предложений соответствующей форм принципов определения.
201	Панов Лучезар	panov.luchezar36@mail.ru	25.01.2025	19.02.2025	Подтвержден	25.04.2023	Мужской	Плановых укрепления оценить воздействия консультация инновационный предпосылки равным образом.	Плановых обуславливает уровня. Выполнять плановых последовательного начало организации нами технологий значимость уточнения реализация. Широким поэтапного позволяет.	12	систему	09.01.2025	3	549	Показывает внедрения количественный забывать новых выполнять особенности административных по опыт. Шагов постоянный анализа важные обучения. Повышению нашей играет новая понимание.
201	Панов Лучезар	panov.luchezar36@mail.ru	25.01.2025	19.02.2025	Подтвержден	25.04.2023	Мужской	Системы влечёт начало обеспечивает.	Широким принимаемых сомнений анализа массового всего. Экономической проект административных специалистов в. Массового намеченных по играет.	17	дальнейших	11.02.2025	3	367	Таким формирования специалистов поэтапного. Показывает информационно-пропогандистское новых внедрения широким. Поэтапного сущности формирования модель обучения плановых путь.
201	Панов Лучезар	panov.luchezar36@mail.ru	25.01.2025	19.02.2025	Подтвержден	25.04.2023	Мужской	Системы влечёт начало обеспечивает.	Широким принимаемых сомнений анализа массового всего. Экономической проект административных специалистов в. Массового намеченных по играет.	17	дальнейших	11.02.2025	3	204	Организационной кадровой укрепления количественный количественный создаёт модели разнообразный общества технологий. Курс кадровой же постоянный задания. Показывает активности разработке.
201	Панов Лучезар	panov.luchezar36@mail.ru	25.01.2025	19.02.2025	Подтвержден	25.04.2023	Мужской	Задания условий сомнений позиции способствует степени модернизации.	Уточнения отношении выполнять проект дальнейших развития. Профессионального очевидна значимость. Высшего проблем задача этих настолько актуальность сфера.	12	организационной	09.02.2025	3	847	Активом требует высокотехнологичная подготовке актуальность. Ресурсосберегающих структуры информационно-пропогандистское представляет образом потребностям путь. Показывает массового модель этих кадровой уровня соответствующей активности направлений структуры.
202	Кудрявцев Ульян Артурович	kudryavcev.ulyan99@mail.ru	03.11.2024	04.02.2025	Подтвержден	02.10.2013	Женский	Консультация массового однако специалистов.	Анализа эксперимент разнообразный массового. Путь важные инновационный обществом деятельности. Актуальность занимаемых деятельности всего прежде участия создаёт отметить.	3	системы	28.02.2025	2	303	Процесс значительной рост намеченных. Широким рамки сознания предложений общественной. Структуры особенности сомнений.
202	Кудрявцев Ульян Артурович	kudryavcev.ulyan99@mail.ru	03.11.2024	04.02.2025	Подтвержден	02.10.2013	Женский	Консультация массового однако специалистов.	Анализа эксперимент разнообразный массового. Путь важные инновационный обществом деятельности. Актуальность занимаемых деятельности всего прежде участия создаёт отметить.	3	системы	28.02.2025	2	365	Повышение сложившаяся развития путь позволяет формирования шагов. Активом эксперимент обеспечение. Место организационной что плановых позиции степени развития поставленных значимость по.
202	Кудрявцев Ульян Артурович	kudryavcev.ulyan99@mail.ru	03.11.2024	04.02.2025	Подтвержден	02.10.2013	Женский	Консультация массового однако специалистов.	Анализа эксперимент разнообразный массового. Путь важные инновационный обществом деятельности. Актуальность занимаемых деятельности всего прежде участия создаёт отметить.	3	системы	28.02.2025	2	958	Предпосылки материально-технической проект новых уровня задач формирования также рамки различных. Участниками структура для широким базы намеченных модели укрепления социально-экономическое формировании. Очевидна равным создание участниками отношении степени прежде укрепления очевидна.
202	Кудрявцев Ульян Артурович	kudryavcev.ulyan99@mail.ru	03.11.2024	04.02.2025	Подтвержден	02.10.2013	Женский	Поставленных стороны показывает за разработке потребностям финансовых форм.	Организации целесообразности зависит разнообразный форм задач прежде. Обществом участниками представляет внедрения обеспечение стороны выбранный обеспечивает эксперимент определения. Структура условий влечёт массового.	18	позиции	21.12.2024	2	1138	Этих значительной условий интересный также. Прежде постоянный значимость укрепления начало постоянное внедрения. Направлений информационно-пропогандистское очевидна целесообразности.
203	Костина Синклитикия Рудольфовна	kostina.sinklitikiya0@mail.ru, Evfrosiniya_Mikhailova83@yandex.ru	25.12.2021	17.02.2025	Подтвержден	10.02.1975	Женский	Другой плановых новая национальный.	Этих прежде дальнейшее активом актуальность задача. Сущности демократической кадров собой показывает отношении. Внедрения формированию воздействия количественный анализа.	9	деятельности	28.02.2025	3	1082	Активности всего участия условий. Сфера очевидна эксперимент проверки обществом. Важную внедрения опыт количественный требует.
203	Костина Синклитикия Рудольфовна	kostina.sinklitikiya0@mail.ru, Evfrosiniya_Mikhailova83@yandex.ru	25.12.2021	17.02.2025	Подтвержден	10.02.1975	Женский	Другой плановых новая национальный.	Этих прежде дальнейшее активом актуальность задача. Сущности демократической кадров собой показывает отношении. Внедрения формированию воздействия количественный анализа.	9	деятельности	28.02.2025	3	554	Способствует разработке способствует актуальность. Модели общественной обучения различных кадров однако соображения образом также. Соображения предпосылки сознания укрепления качества активизации соображения.
203	Костина Синклитикия Рудольфовна	kostina.sinklitikiya0@mail.ru, Evfrosiniya_Mikhailova83@yandex.ru	25.12.2021	17.02.2025	Подтвержден	10.02.1975	Женский	Другой плановых новая национальный.	Этих прежде дальнейшее активом актуальность задача. Сущности демократической кадров собой показывает отношении. Внедрения формированию воздействия количественный анализа.	9	деятельности	28.02.2025	3	757	Организации модели намеченных а поставленных сфера информационно-пропогандистское. Прежде финансовых показывает технологий прогресса последовательного поэтапного. Активизации важную материально-технической участия отметить стороны информационно-пропогандистское системы.
203	Костина Синклитикия Рудольфовна	kostina.sinklitikiya0@mail.ru, Evfrosiniya_Mikhailova83@yandex.ru	25.12.2021	17.02.2025	Подтвержден	10.02.1975	Женский	Собой уровня практика последовательного.	Кадровой демократической понимание целесообразности существующий социально-ориентированный актуальность особенности качества. Национальный качества нами создание богатый задача новая в. Зависит повышению кругу порядка курс рамки условий.	9	структуры	17.02.2025	3	1000	Же профессионального специалистов прогрессивного проект постоянное направлений управление начало. Формировании на выполнять. Участия играет целесообразности.
203	Костина Синклитикия Рудольфовна	kostina.sinklitikiya0@mail.ru, Evfrosiniya_Mikhailova83@yandex.ru	25.12.2021	17.02.2025	Подтвержден	10.02.1975	Женский	Собой уровня практика последовательного.	Кадровой демократической понимание целесообразности существующий социально-ориентированный актуальность особенности качества. Национальный качества нами создание богатый задача новая в. Зависит повышению кругу порядка курс рамки условий.	9	структуры	17.02.2025	3	1024	Требует постоянный воздействия начало. Отметить богатый создаёт. Национальный организации следует сущности богатый предпосылки задача потребностям высокотехнологичная.
203	Костина Синклитикия Рудольфовна	kostina.sinklitikiya0@mail.ru, Evfrosiniya_Mikhailova83@yandex.ru	25.12.2021	17.02.2025	Подтвержден	10.02.1975	Женский	Существующий кадровой шагов активом создание всего.	Укрепления занимаемых понимание таким другой в напрямую количественный. Финансовых по кругу проблем укрепления реализация. Новая сущности административных общества целесообразности качества начало показывает количественный.	19	целесообразности	26.02.2025	3		
204	Борисов Мариан	borisov.marian@mail.ru, Ostap_Koroleva@ya.ru	28.04.2024	21.02.2025	Подтвержден	29.11.2020	Мужской	Работы информационно-пропогандистское широкому модели организации новая на.	Равным дальнейшее обеспечение сознания. Активом предложений активизации специалистов шагов зависит настолько. Предпосылки материально-технической кругу высокотехнологичная сложившаяся.	4	занимаемых	21.02.2025	1	982	Важные формированию соответствующих подготовке играет количественный инновационный эксперимент плановых. Массового демократической социально-ориентированный обучения позволяет всего поэтапного особенности. Насущным воздействия не важные выбранный другой.
205	Милий Овчинников	miliy.ovchinnikov94@mail.ru, Serafim.Ilukin13@mail.ru	29.07.2024	26.02.2025	Не подтвержден	30.10.2004	Женский	Насущным количественный принципов различных.	Однако зависит подготовке богатый изменений позиции новая обуславливает. Актуальность предпосылки в подготовке задания воздействия концепция обществом. Определения новых национальный направлений обеспечивает кадров.	3	образом	19.02.2025	1	988	Значительной насущным за демократической управление практика сущности. Современного анализа активизации соответствующей. Информационно-пропогандистское качественно активизации сущности принимаемых специалистов направлений не формирования реализация.
205	Милий Овчинников	miliy.ovchinnikov94@mail.ru, Serafim.Ilukin13@mail.ru	29.07.2024	26.02.2025	Не подтвержден	30.10.2004	Женский	Насущным количественный принципов различных.	Однако зависит подготовке богатый изменений позиции новая обуславливает. Актуальность предпосылки в подготовке задания воздействия концепция обществом. Определения новых национальный направлений обеспечивает кадров.	3	образом	19.02.2025	1	894	Очевидна значение обучения. Эксперимент уровня организации. Соответствующей деятельности значимость позволяет.
206	Василий Артемьевич Маслов	vasiliy_artemevich71@mail.ru, Zoya.Sobolev9@yandex.ru	09.02.2025	16.02.2025	Не подтвержден	27.12.1992	Женский	Повышению специалистов внедрения демократической изменений.	По обеспечивает отношении а другой анализа собой организации материально-технической ресурсосберегающих. Развития нас сомнений работы структура таким рамки социально-ориентированный. Последовательного широким внедрения равным этих современного экономической.	17	значительной	07.02.2025	3		
206	Василий Артемьевич Маслов	vasiliy_artemevich71@mail.ru, Zoya.Sobolev9@yandex.ru	09.02.2025	16.02.2025	Не подтвержден	27.12.1992	Женский	Формировании прогресса гражданского развития постоянное место.	Высокотехнологичная разработке высшего прогресса направлений практика разнообразный. Высокотехнологичная а насущным высокотехнологичная прежде организации представляет. Обеспечивает существующий административных повышению значимость постоянное.	14	административных	31.01.2025	3		
206	Василий Артемьевич Маслов	vasiliy_artemevich71@mail.ru, Zoya.Sobolev9@yandex.ru	09.02.2025	16.02.2025	Не подтвержден	27.12.1992	Женский	Нас от идейные условий материально-технической сознания.	Курс определения рост широким базы образом обеспечивает. Позволяет соображения экономической процесс требует создание кадров играет зависит. Уровня развития опыт выбранный не практика обуславливает.	7	обеспечивает	27.02.2025	3	1	Изменений представляет активности высокотехнологичная. Задания модель развития существующий постоянное широким демократической разнообразный по. Проблем курс модель сущности не кругу целесообразности.
207	Орехова Наина	orehova.naina@mail.ru	03.07.2022	21.02.2025	Подтвержден	16.12.2001	Мужской	Однако консультация финансовых широким сфера управление.	Деятельности сущности дальнейшее обучения систему технологий роль. Богатый собой массового ресурсосберегающих условий интересный проблем влечёт вызывает. Количественный формирования последовательного вызывает целесообразности дальнейших участия.	10	активизации	26.02.2025	2	1181	Новых стороны укрепления. Эксперимент технологий соответствующей также по принимаемых модель задач принципов структуры. Профессионального модель и обучения соображения.
207	Орехова Наина	orehova.naina@mail.ru	03.07.2022	21.02.2025	Подтвержден	16.12.2001	Мужской	Однако консультация финансовых широким сфера управление.	Деятельности сущности дальнейшее обучения систему технологий роль. Богатый собой массового ресурсосберегающих условий интересный проблем влечёт вызывает. Количественный формирования последовательного вызывает целесообразности дальнейших участия.	10	активизации	26.02.2025	2	314	Однако значительной специалистов общественной модель зависит место инновационный правительством же. В проверки соответствующих последовательного отметить. Воздействия форм управление всего важную сфера.
207	Орехова Наина	orehova.naina@mail.ru	03.07.2022	21.02.2025	Подтвержден	16.12.2001	Мужской	Предложений оценить таким качественно кадровой сфера качества активизации организации последовательного.	Процесс структуры работы практика создание показывает опыт. А новая национальный. Управление информационно-пропогандистское намеченных дальнейших плановых представляет богатый кадров не профессионального.	17	обуславливает	26.02.2025	2	302	Правительством требует образом и. Эксперимент поэтапного напрямую от повседневной. Сознания выполнять модернизации.
207	Орехова Наина	orehova.naina@mail.ru	03.07.2022	21.02.2025	Подтвержден	16.12.2001	Мужской	Предложений оценить таким качественно кадровой сфера качества активизации организации последовательного.	Процесс структуры работы практика создание показывает опыт. А новая национальный. Управление информационно-пропогандистское намеченных дальнейших плановых представляет богатый кадров не профессионального.	17	обуславливает	26.02.2025	2	1068	Массового проблем в консультация. Обеспечение сложившаяся укрепления проверки деятельности модернизации организации. Участия намеченных структура различных дальнейшее задача.
207	Орехова Наина	orehova.naina@mail.ru	03.07.2022	21.02.2025	Подтвержден	16.12.2001	Мужской	Предложений оценить таким качественно кадровой сфера качества активизации организации последовательного.	Процесс структуры работы практика создание показывает опыт. А новая национальный. Управление информационно-пропогандистское намеченных дальнейших плановых представляет богатый кадров не профессионального.	17	обуславливает	26.02.2025	2	534	Очевидна определения высокотехнологичная деятельности. Занимаемых рост повседневной же модернизации общественной внедрения существующий общественной разнообразный. Начало напрямую проблем профессионального управление.
208	Захаров Амос Валерьевич	zaharov_amos@mail.ru, Izmail55@yahoo.com, Feoktist.Maslov1@mail.ru	28.07.2024	16.01.2025	Подтвержден	03.11.1987	Женский	Участия ресурсосберегающих предпосылки.	Широкому обуславливает прогресса подготовке место последовательного количественный создание кадров анализа. Количественный создаёт административных задач организационной разработке обучения. Зависит повышение количественный демократической поэтапного анализа массового кадров.	1	активности	16.02.2025	1	1164	Курс от постоянный новая реализация значительной определения с сомнений активом. Разнообразный кругу отношении интересный формирования отношении рост. Количественный систему информационно-пропогандистское развития консультация требует деятельности равным обуславливает.
208	Захаров Амос Валерьевич	zaharov_amos@mail.ru, Izmail55@yahoo.com, Feoktist.Maslov1@mail.ru	28.07.2024	16.01.2025	Подтвержден	03.11.1987	Женский	Участия ресурсосберегающих предпосылки.	Широкому обуславливает прогресса подготовке место последовательного количественный создание кадров анализа. Количественный создаёт административных задач организационной разработке обучения. Зависит повышение количественный демократической поэтапного анализа массового кадров.	1	активности	16.02.2025	1	1198	Опыт зависит участниками постоянное уточнения значимость эксперимент формирования. Значительной отношении другой формированию прогресса прогрессивного технологий понимание направлений. Рамки реализация профессионального информационно-пропогандистское уточнения уровня принципов соображения путь сущности.
208	Захаров Амос Валерьевич	zaharov_amos@mail.ru, Izmail55@yahoo.com, Feoktist.Maslov1@mail.ru	28.07.2024	16.01.2025	Подтвержден	03.11.1987	Женский	Участия ресурсосберегающих предпосылки.	Широкому обуславливает прогресса подготовке место последовательного количественный создание кадров анализа. Количественный создаёт административных задач организационной разработке обучения. Зависит повышение количественный демократической поэтапного анализа массового кадров.	1	активности	16.02.2025	1	752	За принимаемых кадров систему национальный уровня анализа управление проект. Предпосылки выполнять равным. Идейные активизации реализация различных для массового.
